entidadFederativa,grupoQuincenalEdad,total,Hombres,Mujeres,Anio
Campeche,85 a 89 años,1449,766,683,1995
Campeche,90 a 94 años,682,363,319,1995
Campeche,95 a 99 años,304,162,142,1995
Campeche,100 años y más,125,57,68,1995
Campeche,No especificado,2029,1046,983,1995
Coahuila de Zaragoza,0 a 4 años,253150,128620,124530,1995
Coahuila de Zaragoza,5 a 9 años,241326,122663,118663,1995
Coahuila de Zaragoza,10 a 14 años,236394,119915,116479,1995
Coahuila de Zaragoza,15 a 19 años,240739,120684,120055,1995
Coahuila de Zaragoza,20 a 24 años,231564,113983,117581,1995
Coahuila de Zaragoza,25 a 29 años,187979,91537,96442,1995
Coahuila de Zaragoza,30 a 34 años,164412,79968,84444,1995
Coahuila de Zaragoza,35 a 39 años,143230,69986,73244,1995
Coahuila de Zaragoza,40 a 44 años,109439,54275,55164,1995
Coahuila de Zaragoza,45 a 49 años,90101,44548,45553,1995
Coahuila de Zaragoza,50 a 54 años,72230,35823,36407,1995
Coahuila de Zaragoza,55 a 59 años,56802,28056,28746,1995
Coahuila de Zaragoza,60 a 64 años,47416,23213,24203,1995
Coahuila de Zaragoza,65 a 69 años,35309,16920,18389,1995
Coahuila de Zaragoza,70 a 74 años,25443,12520,12923,1995
Coahuila de Zaragoza,75 a 79 años,15572,7592,7980,1995
Coahuila de Zaragoza,80 a 84 años,9618,4404,5214,1995
Coahuila de Zaragoza,85 a 89 años,5983,2610,3373,1995
Coahuila de Zaragoza,90 a 94 años,2044,904,1140,1995
Coahuila de Zaragoza,95 a 99 años,873,370,503,1995
Coahuila de Zaragoza,100 años y más,169,66,103,1995
Coahuila de Zaragoza,No especificado,3982,1937,2045,1995
Colima,0 a 4 años,54512,28006,26506,1995
Colima,5 a 9 años,57304,29014,28290,1995
Colima,10 a 14 años,57444,29269,28175,1995
Colima,15 a 19 años,55665,27879,27786,1995
Colima,20 a 24 años,50183,24385,25798,1995
Colima,25 a 29 años,39747,18987,20760,1995
Colima,30 a 34 años,35694,17201,18493,1995
Colima,35 a 39 años,32099,15693,16406,1995
Colima,40 a 44 años,24674,12314,12360,1995
Colima,45 a 49 años,19427,9797,9630,1995
Colima,50 a 54 años,15550,7739,7811,1995
Colima,55 a 59 años,11815,5949,5866,1995
Colima,60 a 64 años,9813,4778,5035,1995
Colima,65 a 69 años,7519,3722,3797,1995
Colima,70 a 74 años,6251,3167,3084,1995
Colima,75 a 79 años,4261,2092,2169,1995
Colima,80 a 84 años,2778,1289,1489,1995
Colima,85 a 89 años,1551,740,811,1995
Colima,90 a 94 años,659,292,367,1995
Colima,95 a 99 años,335,138,197,1995
Colima,100 años y más,74,34,40,1995
Colima,No especificado,673,302,371,1995
Chiapas,0 a 4 años,501668,253905,247763,1995
Chiapas,5 a 9 años,509161,257540,251621,1995
Chiapas,10 a 14 años,473016,239795,233221,1995
Chiapas,15 a 19 años,417806,206179,211627,1995
Chiapas,20 a 24 años,339774,163857,175917,1995
Chiapas,25 a 29 años,273873,131357,142516,1995
Chiapas,30 a 34 años,222885,109684,113201,1995
Chiapas,35 a 39 años,207954,102135,105819,1995
Chiapas,40 a 44 años,151151,76939,74212,1995
Chiapas,45 a 49 años,124169,62898,61271,1995
Chiapas,50 a 54 años,96273,49650,46623,1995
Chiapas,55 a 59 años,71025,36280,34745,1995
Chiapas,60 a 64 años,61519,31695,29824,1995
Chiapas,65 a 69 años,40548,20533,20015,1995
Chiapas,70 a 74 años,31734,16544,15190,1995
Chiapas,75 a 79 años,18589,9796,8793,1995
Chiapas,80 a 84 años,13071,6495,6576,1995
Chiapas,85 a 89 años,6412,3299,3113,1995
Chiapas,90 a 94 años,3612,1833,1779,1995
Chiapas,95 a 99 años,1848,908,940,1995
Chiapas,100 años y más,1074,539,535,1995
Chiapas,No especificado,17624,8719,8905,1995
Chihuahua,0 a 4 años,330996,168403,162593,1995
Chihuahua,5 a 9 años,320170,162991,157179,1995
Chihuahua,10 a 14 años,293173,149003,144170,1995
Chihuahua,15 a 19 años,291853,146786,145067,1995
Chihuahua,20 a 24 años,299966,148984,150982,1995
Chihuahua,25 a 29 años,254432,125406,129026,1995
Chihuahua,30 a 34 años,216249,106152,110097,1995
Chihuahua,35 a 39 años,181098,88099,92999,1995
Chihuahua,40 a 44 años,134678,66021,68657,1995
Chihuahua,45 a 49 años,110031,53545,56486,1995
Chihuahua,50 a 54 años,93325,45975,47350,1995
Chihuahua,55 a 59 años,74656,36676,37980,1995
